lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
847742984820788483464,2025,Raymond-Copp-Kasper,DET,line,5on5,5,622.0,41.0,0.24,0.47,0.36,2.85,0.18,0.27,0.6,0.08,1.65,1.22,0.18,0.18,0.18,3.0,1.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,0.0,0.0,4.0,2.0,1.0,2.0,3.0,1.0,0.0,0.09,0.1,0.0,0.0,0.0,0.0,6.55,4.0,3.83,0.0,0.05,0.0,0.0,0.24,0.23,0.23,5.06,0.59,0.3,1.39,0.16,2.58,1.98,0.58,0.61,0.6,5.0,2.0,1.0,8.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,6.0,0.0,1.0,0.23,0.0,0.37,2.0,0.0,1.0,8.52,7.0,7.32,0.0,0.06,0.37,0.37,0.29,0.29,0.29
847403784774568479942,2025,Van Riemsdyk-Compher-Shine,DET,line,5on5,6,858.0,78.0,0.11,0.27,0.28,5.1,0.1,0.24,1.45,0.18,2.91,2.12,0.1,0.1,0.1,6.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,6.0,7.0,0.0,0.0,12.0,5.0,1.0,3.0,7.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,8.3,7.0,7.2,2.0,0.05,0.0,0.0,0.15,0.15,0.15,12.42,0.81,0.92,3.43,0.47,7.23,5.15,0.79,0.78,0.76,11.0,7.0,4.0,22.0,0.0,2.0,0.0,3.0,0.0,7.0,6.0,11.0,18.0,1.0,2.0,11.0,6.0,1.0,4.0,15.0,3.0,0.0,0.47,0.34,0.0,0.0,0.0,0.0,21.25,18.0,17.41,2.0,0.19,0.2,0.2,0.8,0.77,0.75
847889184799928481077,2025,Leonard-Rasmussen-Appleton,DET,line,5on5,2,785.0,8.0,0.24,0.21,0.15,1.48,0.13,0.1,0.41,0.06,0.74,0.56,0.13,0.15,0.15,2.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,4.0,6.0,9.0,2.0,3.0,1.0,1.0,0.0,0.01,0.12,0.0,0.0,0.0,0.0,5.73,2.0,2.31,2.0,0.02,0.0,0.0,0.15,0.17,0.17,7.87,0.41,0.51,1.68,0.24,4.74,3.42,0.4,0.39,0.38,8.0,3.0,8.0,19.0,0.0,0.0,0.0,1.0,0.0,6.0,4.0,8.0,11.0,0.0,0.0,8.0,6.0,0.0,3.0,10.0,1.0,0.0,0.33,0.09,0.0,0.0,0.0,0.0,17.86,11.0,10.34,1.0,0.11,0.0,0.0,0.52,0.49,0.48
847889184799928484794,2025,Appleton-Rasmussen-Brandsegg-Nygrd,DET,line,5on5,3,830.0,13.0,0.14,0.25,0.18,2.9,0.17,0.18,0.77,0.09,1.69,1.1,0.13,0.17,0.14,3.0,1.0,4.0,8.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,0.0,0.0,3.0,6.0,1.0,2.0,3.0,1.0,0.0,0.03,0.14,0.0,0.0,0.0,0.0,8.5,4.0,4.23,2.0,0.04,0.0,0.0,0.21,0.21,0.17,12.65,1.01,0.89,3.18,0.48,7.34,5.1,0.99,0.98,0.96,7.0,11.0,6.0,24.0,0.0,2.0,0.0,1.0,0.0,9.0,6.0,7.0,18.0,0.0,0.0,10.0,4.0,0.0,3.0,15.0,2.0,1.0,0.53,0.26,0.22,0.0,0.0,0.0,23.43,18.0,17.74,3.0,0.18,0.38,0.38,0.81,0.78,0.77
847745684788918481725,2025,Soderblom-Compher-Appleton,DET,line,5on5,8,783.0,86.0,0.15,0.33,0.45,3.5,0.09,0.16,0.99,0.13,2.07,1.57,0.09,0.09,0.09,4.0,1.0,1.0,6.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,4.0,3.0,6.0,6.0,7.0,2.0,5.0,5.0,0.0,0.0,0.09,0.0,0.0,1.0,0.0,0.0,5.79,5.0,4.77,0.0,0.03,0.0,0.0,0.12,0.12,0.12,4.33,0.53,0.36,1.21,0.15,2.27,1.48,0.51,0.56,0.54,2.0,4.0,6.0,12.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,6.0,2.0,4.0,4.0,5.0,0.0,0.0,4.0,1.0,1.0,0.15,0.15,0.24,0.0,0.0,0.0,12.61,6.0,6.26,0.0,0.08,0.38,0.38,0.22,0.23,0.23
847403784834648484794,2025,Van Riemsdyk-Kasper-Brandsegg-Nygrd,DET,line,5on5,2,954.0,5.0,0.56,0.74,0.67,7.03,0.32,0.43,1.91,0.24,4.2,2.9,0.31,0.32,0.31,5.0,5.0,7.0,17.0,1.0,1.0,0.0,1.0,0.0,5.0,2.0,4.0,9.0,0.0,0.0,13.0,10.0,2.0,4.0,9.0,1.0,0.0,0.2,0.12,0.0,0.0,1.0,0.0,16.43,10.0,9.73,2.0,0.09,0.03,0.03,0.38,0.38,0.37,3.54,0.25,0.23,0.79,0.1,2.2,1.43,0.25,0.26,0.26,5.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,1.0,2.0,7.0,7.0,2.0,5.0,4.0,1.0,0.0,0.16,0.1,0.0,1.0,0.0,0.0,6.2,5.0,5.09,1.0,0.05,0.0,0.0,0.3,0.3,0.3
84757538482762,2025,Edvinsson-Faulk,DET,pairing,5on5,11,1095.0,75.0,0.17,0.35,0.32,8.13,0.54,0.49,2.26,0.3,4.17,3.24,0.53,0.55,0.55,8.0,3.0,4.0,15.0,1.0,1.0,0.0,1.0,0.0,5.0,3.0,7.0,10.0,0.0,0.0,6.0,9.0,2.0,5.0,10.0,1.0,0.0,0.43,0.11,0.0,1.0,0.0,0.0,15.49,11.0,11.32,2.0,0.11,0.06,0.06,0.58,0.59,0.59,17.4,2.54,1.42,3.62,0.57,8.51,6.34,2.41,2.52,2.39,14.0,9.0,5.0,28.0,1.0,4.0,1.0,3.0,0.0,10.0,5.0,13.0,22.0,1.0,2.0,4.0,15.0,2.0,3.0,12.0,6.0,5.0,0.47,0.83,1.25,0.0,0.0,1.0,27.77,23.0,22.85,1.0,0.3,0.96,0.96,1.88,1.88,1.85
84816078482762,2025,Johansson-Edvinsson,DET,pairing,5on5,53,3713.0,370.0,0.55,0.51,0.51,26.61,1.91,1.56,6.55,0.84,13.15,10.98,1.87,1.92,1.87,20.0,15.0,12.0,47.0,0.0,4.0,0.0,3.0,0.0,7.0,21.0,20.0,35.0,2.0,4.0,15.0,16.0,7.0,11.0,29.0,5.0,1.0,0.85,0.79,0.28,0.0,0.0,0.0,47.02,35.0,35.01,5.0,0.32,0.53,0.51,1.73,1.74,1.73,24.51,1.58,1.51,6.4,0.77,12.63,10.11,1.53,1.58,1.53,23.0,10.0,12.0,45.0,1.0,1.0,0.0,3.0,0.0,12.0,16.0,22.0,32.0,2.0,4.0,11.0,23.0,3.0,17.0,29.0,3.0,1.0,0.98,0.33,0.27,0.0,1.0,0.0,44.79,33.0,33.04,7.0,0.32,0.27,0.27,1.63,1.62,1.61
847889184793378483464,2025,Appleton-Kasper-Debrincat,DET,line,5on5,10,3158.0,63.0,0.56,0.56,0.58,31.37,2.41,2.04,9.08,1.13,16.32,12.04,2.27,2.48,2.35,31.0,12.0,16.0,59.0,4.0,6.0,0.0,3.0,0.0,13.0,17.0,27.0,39.0,1.0,2.0,22.0,12.0,1.0,22.0,34.0,6.0,3.0,1.08,0.65,0.67,3.0,1.0,0.0,59.92,43.0,43.63,10.0,0.42,1.03,1.03,1.8,1.87,1.83,22.94,1.92,1.58,5.31,0.73,12.46,9.0,1.81,1.83,1.72,26.0,5.0,16.0,47.0,0.0,3.0,0.0,9.0,0.0,9.0,10.0,26.0,31.0,1.0,2.0,29.0,18.0,5.0,12.0,23.0,5.0,3.0,0.67,0.54,0.71,0.0,0.0,0.0,44.97,31.0,29.78,6.0,0.33,0.71,0.71,1.54,1.47,1.44
847403784774568484471,2025,Van Riemsdyk-Compher-Finnie,DET,line,5on5,13,2622.0,107.0,0.4,0.47,0.43,20.67,1.57,1.52,5.08,0.76,11.57,8.5,1.55,1.58,1.55,16.0,13.0,18.0,47.0,2.0,1.0,0.0,3.0,0.0,10.0,13.0,14.0,27.0,4.0,8.0,24.0,14.0,3.0,15.0,22.0,6.0,1.0,0.63,0.74,0.2,0.0,2.0,0.0,47.69,29.0,28.88,8.0,0.32,0.07,0.08,1.81,1.82,1.78,27.9,2.37,1.72,7.73,0.9,14.68,10.59,2.28,2.38,2.28,25.0,13.0,16.0,54.0,3.0,3.0,1.0,8.0,0.0,9.0,15.0,22.0,35.0,5.0,10.0,16.0,26.0,4.0,12.0,30.0,5.0,3.0,0.78,0.59,1.0,1.0,0.0,2.0,54.83,38.0,39.05,6.0,0.36,0.72,0.72,2.01,2.03,2.0
847889184834648484471,2025,Finnie-Kasper-Appleton,DET,line,5on5,12,1911.0,113.0,0.6,0.53,0.56,20.93,1.98,1.45,4.9,0.71,11.71,8.26,1.95,2.0,1.96,18.0,11.0,6.0,35.0,2.0,3.0,1.0,3.0,1.0,6.0,14.0,16.0,27.0,1.0,2.0,7.0,13.0,2.0,5.0,24.0,3.0,2.0,0.82,0.52,0.64,1.0,0.0,1.0,34.86,29.0,29.02,3.0,0.3,0.58,0.58,1.7,1.68,1.67,16.92,1.31,1.27,3.9,0.55,9.39,6.58,1.29,1.31,1.29,16.0,7.0,8.0,31.0,2.0,2.0,0.0,4.0,0.0,11.0,4.0,14.0,21.0,1.0,2.0,11.0,17.0,2.0,8.0,16.0,6.0,1.0,0.42,0.67,0.22,1.0,1.0,0.0,30.85,23.0,23.31,6.0,0.26,0.13,0.13,1.45,1.44,1.43
847403784799428483464,2025,Van Riemsdyk-Kasper-Shine,DET,line,5on5,6,1184.0,40.0,0.26,0.43,0.4,7.01,0.53,0.45,1.99,0.25,4.09,2.69,0.52,0.5,0.5,7.0,3.0,5.0,15.0,1.0,2.0,0.0,2.0,0.0,3.0,2.0,6.0,9.0,2.0,4.0,9.0,10.0,0.0,5.0,7.0,3.0,0.0,0.17,0.36,0.0,1.0,0.0,0.0,14.43,10.0,9.62,4.0,0.1,0.17,0.17,0.46,0.44,0.44,11.56,1.51,0.76,2.87,0.36,5.45,4.06,1.41,1.46,1.36,7.0,8.0,5.0,20.0,0.0,3.0,0.0,2.0,0.0,5.0,5.0,7.0,15.0,0.0,0.0,1.0,15.0,0.0,5.0,10.0,1.0,4.0,0.28,0.12,1.1,0.0,0.0,0.0,20.06,15.0,14.96,4.0,0.16,0.88,0.88,0.79,0.78,0.78
847794684793378484471,2025,Finnie-Larkin-Debrincat,DET,line,5on5,5,719.0,53.0,0.66,0.48,0.5,8.44,1.05,0.64,1.98,0.27,4.1,2.96,0.96,1.04,0.96,6.0,5.0,4.0,15.0,0.0,2.0,0.0,0.0,0.0,5.0,4.0,6.0,11.0,1.0,2.0,6.0,9.0,0.0,2.0,6.0,3.0,2.0,0.22,0.38,0.45,0.0,0.0,0.0,14.34,11.0,10.78,1.0,0.14,0.28,0.28,0.91,0.91,0.87,7.69,0.55,0.56,1.95,0.26,4.54,3.13,0.53,0.55,0.53,7.0,4.0,5.0,16.0,1.0,0.0,0.0,2.0,0.0,6.0,2.0,6.0,10.0,1.0,2.0,7.0,6.0,1.0,3.0,10.0,1.0,0.0,0.39,0.16,0.0,1.0,0.0,0.0,16.62,11.0,11.2,2.0,0.12,0.0,0.0,0.67,0.67,0.64
847414184774568484471,2025,Finnie-Compher-Kane,DET,line,5on5,7,2436.0,37.0,0.4,0.41,0.43,21.32,1.45,1.25,5.78,0.67,11.44,8.41,1.44,1.41,1.4,20.0,9.0,7.0,36.0,1.0,0.0,0.0,13.0,0.0,8.0,7.0,19.0,28.0,1.0,2.0,23.0,21.0,3.0,16.0,23.0,4.0,2.0,0.54,0.48,0.43,0.0,0.0,1.0,35.17,29.0,28.25,7.0,0.26,0.0,0.0,1.71,1.67,1.65,27.55,2.15,1.92,6.6,0.9,16.02,11.42,2.1,2.16,2.12,23.0,16.0,12.0,51.0,2.0,2.0,0.0,4.0,0.0,15.0,16.0,21.0,37.0,5.0,10.0,20.0,22.0,3.0,11.0,28.0,10.0,1.0,0.81,1.11,0.22,1.0,1.0,0.0,50.68,39.0,38.75,6.0,0.39,0.4,0.4,2.14,2.14,2.13
847794684788918484471,2025,Finnie-Larkin-Appleton,DET,line,5on5,18,2875.0,163.0,0.25,0.35,0.33,17.09,1.14,1.01,4.31,0.6,9.56,7.39,1.11,1.13,1.11,19.0,5.0,9.0,33.0,4.0,2.0,0.0,2.0,0.0,7.0,9.0,15.0,20.0,3.0,6.0,25.0,23.0,5.0,13.0,18.0,6.0,0.0,0.45,0.68,0.0,2.0,2.0,0.0,33.37,24.0,24.35,7.0,0.21,0.12,0.12,1.22,1.22,1.21,35.59,3.49,2.36,9.46,1.27,18.3,13.13,2.92,3.39,2.82,29.0,19.0,13.0,61.0,0.0,9.0,0.0,6.0,0.0,19.0,14.0,29.0,48.0,3.0,6.0,22.0,22.0,2.0,9.0,37.0,7.0,4.0,1.22,0.85,1.41,0.0,0.0,0.0,59.26,48.0,45.86,4.0,0.49,1.69,1.69,2.29,2.24,1.89
847794684834648484471,2025,Finnie-Larkin-Kasper,DET,line,5on5,6,2695.0,21.0,0.41,0.44,0.5,27.79,1.6,1.78,7.36,0.98,15.42,11.85,1.55,1.64,1.59,19.0,20.0,8.0,47.0,0.0,2.0,0.0,4.0,0.0,19.0,14.0,19.0,39.0,3.0,6.0,26.0,25.0,0.0,11.0,33.0,5.0,1.0,0.82,0.58,0.21,0.0,0.0,0.0,49.35,39.0,40.22,9.0,0.37,0.37,0.37,1.6,1.66,1.65,28.6,2.29,1.91,7.29,0.94,15.5,11.07,2.24,2.22,2.17,24.0,15.0,20.0,59.0,2.0,3.0,0.0,3.0,0.0,21.0,10.0,22.0,37.0,4.0,8.0,28.0,22.0,5.0,9.0,28.0,8.0,3.0,0.75,0.87,0.67,0.0,2.0,0.0,55.79,39.0,37.08,5.0,0.4,0.4,0.4,2.29,2.21,2.19
847410284820788484471,2025,Raymond-Finnie-Perron,DET,line,5on5,5,2307.0,27.0,0.47,0.45,0.44,13.32,1.34,1.0,3.62,0.61,6.92,4.51,1.27,1.28,1.22,11.0,7.0,9.0,27.0,1.0,2.0,0.0,1.0,0.0,8.0,6.0,10.0,17.0,1.0,2.0,19.0,18.0,4.0,6.0,10.0,7.0,1.0,0.21,0.93,0.2,0.0,1.0,0.0,26.34,18.0,17.65,2.0,0.21,0.32,0.32,1.23,1.18,1.12,16.22,1.48,1.17,4.25,0.73,8.99,6.38,1.41,1.53,1.46,15.0,8.0,10.0,33.0,2.0,2.0,0.0,2.0,0.0,9.0,8.0,13.0,21.0,1.0,2.0,17.0,17.0,4.0,12.0,17.0,5.0,1.0,0.54,0.67,0.28,2.0,0.0,0.0,33.66,23.0,23.45,6.0,0.24,0.29,0.29,1.44,1.5,1.46
847403784799428479992,2025,Van Riemsdyk-Rasmussen-Shine,DET,line,5on5,6,1238.0,37.0,0.42,0.43,0.5,10.29,0.76,0.53,2.68,0.31,4.68,4.05,0.76,0.79,0.79,10.0,3.0,6.0,19.0,1.0,0.0,0.0,3.0,0.0,4.0,5.0,9.0,12.0,2.0,4.0,3.0,8.0,4.0,5.0,11.0,1.0,1.0,0.33,0.18,0.25,1.0,0.0,0.0,19.25,13.0,13.4,2.0,0.11,0.0,0.0,0.87,0.9,0.9,9.95,1.06,0.65,2.2,0.29,5.19,3.62,1.06,1.06,1.06,10.0,3.0,12.0,25.0,1.0,0.0,0.0,6.0,0.0,2.0,4.0,9.0,12.0,0.0,0.0,6.0,9.0,0.0,4.0,8.0,3.0,2.0,0.24,0.33,0.48,0.0,0.0,1.0,24.89,13.0,13.12,3.0,0.14,0.0,0.0,1.19,1.19,1.19
847403784799928481725,2025,Soderblom-Rasmussen-Van Riemsdyk,DET,line,5on5,14,5438.0,59.0,0.65,0.51,0.56,47.99,4.25,3.17,12.72,1.67,24.67,17.52,4.08,4.37,4.19,36.0,28.0,18.0,82.0,1.0,7.0,0.0,9.0,0.0,22.0,25.0,35.0,63.0,7.0,17.0,43.0,41.0,6.0,22.0,44.0,17.0,3.0,1.21,2.13,0.91,0.0,1.0,0.0,81.81,64.0,63.8,9.0,0.67,1.42,1.42,3.49,3.54,3.5,35.96,2.33,2.31,8.97,1.29,20.31,15.79,2.3,2.3,2.28,30.0,21.0,29.0,80.0,0.0,1.0,0.0,6.0,0.0,19.0,25.0,30.0,51.0,6.0,15.0,44.0,57.0,3.0,21.0,41.0,10.0,0.0,1.11,1.22,0.0,0.0,0.0,0.0,80.86,51.0,50.89,11.0,0.48,0.2,0.2,2.61,2.58,2.57
84752798482762,2025,Chiarot-Edvinsson,DET,pairing,5on5,55,3474.0,402.0,0.48,0.46,0.45,27.79,2.82,1.79,6.85,0.93,13.67,10.94,2.65,2.74,2.56,23.0,14.0,12.0,49.0,0.0,4.0,0.0,7.0,0.0,11.0,15.0,23.0,37.0,2.0,4.0,2.0,14.0,1.0,11.0,28.0,4.0,5.0,0.97,0.56,1.3,0.0,0.0,0.0,47.91,37.0,36.15,3.0,0.38,1.0,1.0,2.2,2.11,2.06,32.02,3.06,2.43,7.4,1.14,17.73,13.25,2.93,3.13,3.0,31.0,14.0,12.0,57.0,5.0,3.0,1.0,7.0,0.0,12.0,18.0,26.0,40.0,1.0,2.0,2.0,22.0,2.0,19.0,32.0,11.0,2.0,1.03,1.45,0.58,3.0,2.0,0.0,57.31,45.0,45.5,9.0,0.51,0.55,0.55,3.01,3.06,3.03
847745684788918484471,2025,Finnie-Compher-Appleton,DET,line,5on5,16,3375.0,151.0,0.49,0.58,0.58,26.85,1.7,1.59,8.02,1.01,14.8,10.88,1.57,1.81,1.67,22.0,16.0,21.0,59.0,0.0,4.0,0.0,8.0,0.0,15.0,11.0,22.0,38.0,2.0,4.0,33.0,31.0,2.0,7.0,34.0,2.0,2.0,0.86,0.29,0.56,0.0,0.0,0.0,59.32,38.0,39.0,6.0,0.33,0.63,0.63,1.41,1.47,1.43,21.05,1.78,1.4,5.21,0.62,11.07,7.91,1.73,1.85,1.8,16.0,12.0,14.0,42.0,4.0,1.0,1.0,4.0,0.0,9.0,10.0,12.0,24.0,1.0,2.0,25.0,33.0,5.0,15.0,23.0,3.0,2.0,0.84,0.39,0.56,2.0,1.0,1.0,43.53,28.0,28.7,8.0,0.3,0.24,0.24,1.83,1.87,1.86
847742984799928481013,2025,Rasmussen-Copp-Berggren,DET,line,5on5,3,990.0,13.0,0.54,0.59,0.59,7.52,0.58,0.41,1.85,0.24,4.04,2.88,0.57,0.57,0.56,6.0,4.0,6.0,16.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,5.0,9.0,1.0,2.0,17.0,7.0,2.0,6.0,7.0,3.0,0.0,0.22,0.37,0.0,1.0,0.0,0.0,16.11,10.0,10.02,3.0,0.08,0.0,0.0,0.67,0.65,0.64,4.98,0.51,0.35,1.03,0.18,2.84,2.09,0.49,0.52,0.5,5.0,2.0,4.0,11.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,5.0,7.0,1.0,2.0,6.0,10.0,3.0,5.0,6.0,1.0,0.0,0.32,0.18,0.0,0.0,0.0,0.0,10.61,7.0,6.92,3.0,0.07,0.0,0.0,0.58,0.59,0.57
847403784779468482078,2025,Van Riemsdyk-Larkin-Raymond,DET,line,5on5,10,1088.0,100.0,0.36,0.59,0.6,13.61,0.74,0.77,3.38,0.48,6.94,5.69,0.72,0.72,0.7,10.0,8.0,4.0,22.0,1.0,0.0,0.0,2.0,0.0,5.0,10.0,9.0,17.0,2.0,7.0,10.0,5.0,1.0,7.0,15.0,3.0,0.0,0.42,0.32,0.0,0.0,1.0,0.0,21.79,18.0,17.87,2.0,0.16,0.0,0.0,0.89,0.88,0.84,9.44,1.29,0.68,2.24,0.32,4.36,3.1,1.17,1.36,1.23,9.0,3.0,3.0,15.0,1.0,2.0,1.0,0.0,0.0,4.0,5.0,8.0,11.0,2.0,7.0,9.0,6.0,2.0,9.0,6.0,4.0,2.0,0.25,0.48,0.56,0.0,1.0,0.0,15.28,12.0,12.24,5.0,0.15,0.54,0.54,0.9,0.93,0.91
84752798484223,2025,Chiarot-Sandin-Pellikka,DET,pairing,5on5,60,34384.0,206.0,0.46,0.48,0.47,287.8,23.41,18.69,75.64,10.14,151.62,113.52,22.34,23.6,22.52,260.0,133.0,151.0,544.0,24.0,33.0,3.0,54.0,0.0,135.0,147.0,236.0,369.0,34.0,73.0,296.0,187.0,49.0,180.0,298.0,74.0,21.0,8.12,9.37,5.91,7.0,13.0,4.0,545.92,393.0,393.25,86.0,3.9,6.3,6.3,21.01,21.12,20.62,322.8,27.05,22.08,79.11,10.76,176.22,127.77,26.33,27.01,26.28,271.0,172.0,157.0,600.0,25.0,26.0,2.0,77.0,0.0,167.0,148.0,246.0,418.0,27.0,57.0,263.0,277.0,53.0,137.0,333.0,87.0,23.0,10.45,10.58,6.03,15.0,5.0,5.0,597.28,443.0,441.47,63.0,4.6,4.93,4.93,26.72,26.67,26.26
84808798481542,2025,Seider-Bernard-Docker,DET,pairing,5on5,35,6233.0,268.0,0.66,0.55,0.62,52.37,4.11,3.23,12.76,1.62,28.7,21.57,3.99,4.17,4.05,52.0,20.0,24.0,96.0,5.0,5.0,0.0,14.0,0.0,23.0,25.0,47.0,67.0,5.0,10.0,51.0,25.0,7.0,28.0,57.0,12.0,3.0,1.72,1.68,0.71,2.0,2.0,1.0,95.35,72.0,72.03,15.0,0.67,0.89,0.89,3.89,3.95,3.91,32.58,2.13,1.96,7.73,1.03,18.01,14.15,2.12,2.09,2.08,28.0,17.0,35.0,80.0,2.0,2.0,1.0,4.0,0.0,13.0,24.0,26.0,43.0,5.0,10.0,42.0,40.0,9.0,28.0,38.0,6.0,1.0,1.06,0.72,0.35,1.0,1.0,0.0,79.94,45.0,45.0,12.0,0.41,0.4,0.4,2.13,2.12,2.11
847889184799928481725,2025,Soderblom-Rasmussen-Appleton,DET,line,5on5,19,6910.0,89.0,0.6,0.57,0.54,57.66,4.84,3.73,15.56,1.98,28.96,21.93,4.62,4.92,4.7,39.0,38.0,43.0,120.0,0.0,9.0,0.0,5.0,0.0,27.0,36.0,39.0,77.0,9.0,18.0,40.0,53.0,6.0,22.0,59.0,14.0,4.0,1.75,1.94,1.15,0.0,0.0,0.0,119.23,77.0,76.51,6.0,0.78,1.51,1.51,4.11,4.13,4.08,47.6,3.17,3.23,11.51,1.57,26.48,20.05,3.11,3.19,3.13,42.0,24.0,24.0,90.0,4.0,3.0,0.0,16.0,0.0,18.0,25.0,38.0,62.0,10.0,20.0,56.0,46.0,8.0,36.0,54.0,11.0,1.0,1.79,1.17,0.2,3.0,1.0,0.0,91.64,66.0,67.0,20.0,0.66,0.38,0.38,3.44,3.46,3.41
84752798480879,2025,Chiarot-Bernard-Docker,DET,pairing,5on5,56,12288.0,325.0,0.4,0.42,0.43,90.75,6.7,5.6,22.64,2.95,48.13,36.98,6.56,6.83,6.69,79.0,44.0,53.0,176.0,2.0,8.0,0.0,19.0,0.0,41.0,53.0,77.0,121.0,10.0,20.0,89.0,76.0,14.0,45.0,102.0,15.0,6.0,3.0,1.96,1.75,1.0,1.0,0.0,175.3,123.0,122.91,29.0,1.16,1.35,1.35,6.52,6.6,6.54,116.93,10.15,8.12,29.16,4.05,65.92,46.6,9.88,10.05,9.79,98.0,66.0,78.0,242.0,6.0,14.0,0.0,25.0,0.0,66.0,53.0,92.0,158.0,10.0,20.0,101.0,79.0,13.0,51.0,121.0,35.0,8.0,3.87,4.03,2.25,1.0,4.0,1.0,240.17,164.0,162.19,24.0,1.7,2.5,2.5,9.33,9.28,9.17
847414184774298479337,2025,Debrincat-Copp-Kane,DET,line,5on5,47,30009.0,99.0,0.52,0.51,0.53,276.25,21.23,17.87,70.88,9.82,150.65,111.55,20.35,21.53,20.64,261.0,121.0,138.0,520.0,30.0,30.0,2.0,55.0,2.0,128.0,137.0,231.0,352.0,31.0,68.0,289.0,110.0,45.0,163.0,301.0,61.0,20.0,8.45,7.37,5.42,17.0,12.0,1.0,522.11,382.0,384.49,76.0,3.7,5.52,5.53,19.41,19.67,19.36,249.15,19.39,15.97,61.03,8.02,135.39,100.21,18.72,19.28,18.63,229.0,111.0,168.0,508.0,14.0,20.0,2.0,56.0,1.0,120.0,129.0,215.0,326.0,24.0,58.0,248.0,182.0,36.0,130.0,262.0,63.0,15.0,8.27,7.45,3.66,7.0,4.0,3.0,501.84,340.0,337.59,58.0,3.32,3.21,3.21,19.5,19.44,19.12
