lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
848172584834648484160,2025,Soderblom-Danielson-Kasper,DET,line,5on5,12,5535.0,43.0,0.57,0.47,0.51,51.15,5.37,3.6,12.9,1.9,24.52,18.72,4.89,5.69,5.19,45.0,22.0,17.0,84.0,3.0,11.0,0.0,5.0,0.0,24.0,24.0,42.0,64.0,4.0,8.0,36.0,44.0,4.0,20.0,42.0,18.0,7.0,1.13,2.14,2.1,0.0,3.0,0.0,89.5,67.0,69.79,15.0,0.76,2.36,2.36,3.76,4.0,3.81,45.97,4.0,3.21,12.67,1.71,24.72,17.67,3.52,3.78,3.32,47.0,17.0,31.0,95.0,2.0,6.0,0.0,17.0,0.0,22.0,17.0,45.0,62.0,4.0,8.0,44.0,62.0,7.0,21.0,51.0,7.0,6.0,1.23,0.89,1.89,1.0,1.0,0.0,90.83,64.0,61.2,9.0,0.67,1.64,1.64,3.04,2.89,2.78
847414184779468479992,2025,Rasmussen-Larkin-Kane,DET,line,5on5,3,1748.0,9.0,0.48,0.39,0.44,12.2,1.59,0.94,2.75,0.43,6.44,4.85,1.52,1.65,1.58,11.0,6.0,5.0,22.0,0.0,2.0,0.0,2.0,0.0,6.0,7.0,11.0,17.0,3.0,6.0,13.0,10.0,2.0,8.0,10.0,5.0,2.0,0.31,0.54,0.74,0.0,0.0,0.0,22.57,17.0,17.41,4.0,0.19,0.74,0.74,1.04,1.06,1.06,16.76,1.7,1.27,4.18,0.51,8.24,6.09,1.64,1.67,1.61,15.0,7.0,12.0,34.0,1.0,2.0,0.0,5.0,0.0,12.0,2.0,14.0,21.0,2.0,4.0,13.0,10.0,0.0,7.0,14.0,6.0,2.0,0.34,0.72,0.64,0.0,1.0,0.0,33.34,22.0,21.6,4.0,0.27,0.64,0.64,1.33,1.33,1.3
847410284774568483464,2025,Perron-Compher-Kasper,DET,line,5on5,6,1417.0,58.0,0.54,0.45,0.47,12.19,1.27,0.95,2.82,0.36,6.42,4.19,1.24,1.18,1.15,12.0,4.0,5.0,21.0,1.0,0.0,0.0,2.0,0.0,9.0,4.0,11.0,15.0,5.0,13.0,13.0,10.0,1.0,6.0,10.0,4.0,2.0,0.32,0.5,0.45,0.0,1.0,0.0,19.79,16.0,15.27,1.0,0.2,0.0,0.0,1.47,1.36,1.33,12.81,1.1,0.73,3.32,0.42,7.27,5.16,1.08,1.18,1.15,11.0,7.0,8.0,26.0,2.0,1.0,0.0,3.0,0.0,8.0,4.0,9.0,16.0,2.0,7.0,6.0,13.0,3.0,5.0,13.0,4.0,1.0,0.3,0.52,0.27,1.0,0.0,1.0,27.67,18.0,19.07,2.0,0.15,0.16,0.16,1.09,1.17,1.16
847794684793378482078,2025,Raymond-Larkin-Debrincat,DET,line,5on5,35,4520.0,324.0,0.71,0.65,0.68,53.87,4.82,3.61,12.03,1.65,27.92,20.97,4.71,4.69,4.58,51.0,20.0,20.0,91.0,6.0,6.0,1.0,9.0,0.0,23.0,27.0,45.0,65.0,4.0,8.0,36.0,16.0,10.0,21.0,50.0,18.0,3.0,1.63,2.48,0.71,1.0,5.0,0.0,89.28,71.0,69.69,9.0,0.74,1.13,1.13,4.44,4.32,4.26,24.84,1.94,1.61,5.7,0.82,13.53,10.41,1.91,1.98,1.95,23.0,11.0,15.0,49.0,3.0,2.0,1.0,7.0,0.0,10.0,12.0,20.0,31.0,3.0,6.0,26.0,15.0,5.0,26.0,26.0,7.0,1.0,0.9,0.83,0.21,1.0,1.0,1.0,49.3,34.0,34.42,13.0,0.33,0.25,0.25,2.02,2.07,2.05
847403784799428480326,2025,Van Riemsdyk-Dries-Shine,DET,line,5on5,3,617.0,12.0,0.37,0.44,0.47,5.21,0.38,0.31,1.48,0.19,2.77,1.87,0.37,0.37,0.37,4.0,3.0,1.0,8.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,4.0,7.0,1.0,2.0,4.0,7.0,3.0,4.0,5.0,2.0,0.0,0.1,0.28,0.0,0.0,0.0,0.0,7.84,7.0,6.84,2.0,0.07,0.2,0.2,0.24,0.24,0.24,5.91,0.64,0.35,1.29,0.21,3.14,2.38,0.58,0.67,0.61,5.0,3.0,2.0,10.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,5.0,8.0,1.0,2.0,4.0,8.0,0.0,3.0,6.0,1.0,1.0,0.24,0.09,0.31,0.0,0.0,0.0,10.36,8.0,8.24,2.0,0.07,0.31,0.31,0.41,0.43,0.38
84816078484223,2025,Johansson-Sandin-Pellikka,DET,pairing,5on5,41,7465.0,277.0,0.58,0.61,0.58,73.5,6.6,4.83,18.19,2.45,37.65,28.28,6.18,6.44,6.04,62.0,36.0,47.0,145.0,6.0,11.0,1.0,12.0,0.0,39.0,30.0,56.0,92.0,4.0,8.0,58.0,37.0,9.0,24.0,73.0,17.0,8.0,2.01,2.09,2.5,3.0,1.0,2.0,140.16,98.0,95.47,9.0,1.0,2.56,2.64,4.96,4.88,4.74,52.72,4.79,3.49,12.54,1.62,28.15,20.41,4.73,4.84,4.79,52.0,19.0,21.0,92.0,10.0,3.0,0.0,12.0,0.0,20.0,26.0,42.0,61.0,6.0,12.0,49.0,51.0,16.0,29.0,54.0,10.0,7.0,1.98,1.01,1.8,5.0,2.0,3.0,94.17,71.0,71.71,15.0,0.73,0.7,0.7,4.82,4.95,4.92
84746128475279,2025,Chiarot-Hamonic,DET,pairing,5on5,22,2539.0,149.0,0.49,0.44,0.42,20.37,1.74,1.26,4.96,0.67,11.28,8.1,1.72,1.68,1.67,15.0,13.0,11.0,39.0,3.0,3.0,0.0,2.0,0.0,9.0,11.0,12.0,25.0,3.0,6.0,14.0,10.0,0.0,13.0,22.0,5.0,1.0,0.72,0.69,0.33,1.0,2.0,0.0,38.36,28.0,27.63,4.0,0.26,0.59,0.59,1.4,1.36,1.35,27.2,1.83,1.77,6.83,0.99,15.67,11.9,1.8,1.89,1.86,25.0,14.0,11.0,50.0,4.0,2.0,0.0,2.0,0.0,9.0,22.0,21.0,35.0,0.0,0.0,17.0,9.0,1.0,13.0,32.0,7.0,0.0,1.08,0.75,0.0,2.0,2.0,0.0,51.59,39.0,40.14,8.0,0.37,0.1,0.1,2.09,2.17,2.14
847742984793378482078,2025,Raymond-Copp-Debrincat,DET,line,5on5,21,2452.0,215.0,0.46,0.41,0.45,22.07,2.1,1.49,5.33,0.74,10.8,8.56,2.04,2.19,2.12,21.0,8.0,6.0,35.0,3.0,5.0,0.0,2.0,0.0,9.0,10.0,18.0,26.0,1.0,2.0,20.0,10.0,4.0,19.0,18.0,10.0,1.0,0.59,1.16,0.34,1.0,2.0,0.0,36.02,29.0,29.71,9.0,0.31,0.64,0.64,1.78,1.86,1.83,27.41,2.47,1.96,6.54,0.83,13.61,10.58,2.37,2.43,2.33,26.0,10.0,15.0,51.0,3.0,2.0,0.0,7.0,0.0,11.0,13.0,23.0,33.0,4.0,8.0,21.0,16.0,3.0,7.0,25.0,9.0,2.0,0.87,1.07,0.53,2.0,0.0,1.0,51.18,36.0,35.63,4.0,0.41,0.36,0.36,2.52,2.5,2.42
847794684820788483464,2025,Raymond-Larkin-Kasper,DET,line,5on5,21,7953.0,118.0,0.41,0.48,0.5,63.77,4.03,3.78,16.77,2.08,35.52,26.81,3.95,4.04,3.96,54.0,35.0,37.0,126.0,6.0,2.0,0.0,21.0,0.0,35.0,25.0,48.0,83.0,4.0,8.0,75.0,50.0,8.0,27.0,78.0,9.0,2.0,2.42,1.1,0.52,2.0,3.0,1.0,124.48,89.0,88.38,9.0,0.78,0.33,0.33,4.48,4.51,4.44,67.44,5.71,4.58,17.63,2.13,35.01,24.94,5.59,5.75,5.63,58.0,32.0,46.0,136.0,4.0,5.0,0.0,11.0,0.0,33.0,37.0,54.0,86.0,7.0,14.0,84.0,52.0,11.0,35.0,67.0,18.0,5.0,2.11,2.24,1.36,2.0,1.0,1.0,138.14,90.0,90.9,18.0,0.96,0.99,0.99,5.69,5.73,5.68
847742984793378481077,2025,Leonard-Copp-Debrincat,DET,line,5on5,6,3327.0,14.0,0.58,0.53,0.53,31.86,2.77,1.92,8.16,1.08,17.02,13.05,2.73,2.82,2.78,27.0,17.0,18.0,62.0,2.0,4.0,1.0,7.0,0.0,12.0,19.0,25.0,42.0,3.0,6.0,27.0,16.0,8.0,15.0,30.0,11.0,3.0,0.77,1.25,0.75,1.0,0.0,1.0,62.14,44.0,44.39,3.0,0.4,0.7,0.7,2.47,2.48,2.46,27.81,1.99,1.76,7.04,1.0,15.42,11.79,1.96,2.04,2.02,19.0,20.0,17.0,56.0,4.0,1.0,0.0,4.0,0.0,16.0,14.0,15.0,35.0,2.0,4.0,23.0,20.0,4.0,14.0,31.0,7.0,1.0,0.93,0.81,0.25,0.0,4.0,0.0,56.27,39.0,39.74,9.0,0.36,0.01,0.01,2.34,2.4,2.38
84769798484223,2025,Gustafsson-Sandin-Pellikka,DET,pairing,5on5,2,1655.0,4.0,0.27,0.4,0.36,9.06,0.68,0.6,2.49,0.31,4.57,3.35,0.67,0.62,0.62,6.0,6.0,7.0,19.0,0.0,0.0,0.0,4.0,0.0,3.0,5.0,6.0,12.0,3.0,6.0,15.0,6.0,1.0,9.0,8.0,4.0,0.0,0.29,0.39,0.0,0.0,0.0,0.0,17.21,12.0,11.14,4.0,0.13,0.0,0.0,0.8,0.74,0.73,16.81,1.83,0.98,4.56,0.52,7.35,5.75,1.75,1.99,1.9,10.0,11.0,7.0,28.0,2.0,3.0,2.0,2.0,0.0,3.0,11.0,8.0,19.0,1.0,2.0,18.0,14.0,2.0,8.0,16.0,2.0,3.0,0.47,0.27,1.1,1.0,0.0,1.0,31.41,21.0,23.18,1.0,0.21,0.86,0.86,1.18,1.29,1.29
84808798482762,2025,Edvinsson-Bernard-Docker,DET,pairing,5on5,24,1459.0,187.0,0.28,0.37,0.32,6.59,0.41,0.36,1.49,0.22,3.62,2.89,0.41,0.41,0.41,8.0,1.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,8.0,2.0,7.0,6.0,5.0,3.0,4.0,8.0,1.0,0.0,0.33,0.08,0.0,1.0,0.0,0.0,15.78,9.0,8.95,3.0,0.07,0.0,0.0,0.48,0.49,0.49,13.52,1.05,0.94,2.98,0.46,7.95,5.62,1.04,1.09,1.09,12.0,7.0,8.0,27.0,2.0,0.0,0.0,2.0,0.0,7.0,8.0,10.0,17.0,2.0,7.0,8.0,9.0,1.0,5.0,15.0,3.0,1.0,0.58,0.26,0.21,2.0,0.0,0.0,27.69,19.0,19.67,1.0,0.19,0.0,0.0,1.24,1.3,1.29
84815428482762,2025,Edvinsson-Seider,DET,pairing,5on5,71,65273.0,123.0,0.55,0.53,0.55,588.1,48.81,37.71,148.7,20.51,314.53,231.74,47.07,49.33,47.55,507.0,295.0,266.0,1068.0,51.0,61.0,6.0,101.0,3.0,288.0,298.0,456.0,751.0,60.0,131.0,563.0,365.0,81.0,314.0,598.0,156.0,48.0,16.55,19.01,13.25,27.0,19.0,5.0,1071.99,802.0,803.39,142.0,7.83,12.17,12.17,44.47,44.79,44.08,478.11,40.27,31.46,120.99,15.62,252.06,186.6,38.64,40.71,39.08,409.0,238.0,307.0,954.0,38.0,40.0,5.0,90.0,0.0,236.0,243.0,371.0,609.0,80.0,173.0,505.0,405.0,64.0,284.0,489.0,116.0,42.0,14.95,14.12,11.2,14.0,15.0,9.0,955.32,647.0,650.0,140.0,6.56,8.98,9.23,37.61,37.88,37.32
847889184841608484471,2025,Finnie-Danielson-Appleton,DET,line,5on5,5,615.0,43.0,0.43,0.33,0.33,3.73,0.63,0.27,0.82,0.12,1.89,1.28,0.63,0.57,0.57,4.0,1.0,2.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,0.0,0.0,5.0,5.0,3.0,7.0,2.0,2.0,1.0,0.04,0.3,0.28,0.0,1.0,0.0,6.37,5.0,4.57,4.0,0.06,0.0,0.0,0.68,0.62,0.62,7.5,0.84,0.54,1.94,0.25,3.69,2.74,0.83,0.91,0.9,6.0,4.0,4.0,14.0,1.0,0.0,0.0,1.0,0.0,6.0,2.0,5.0,9.0,1.0,2.0,8.0,1.0,1.0,4.0,6.0,3.0,1.0,0.16,0.41,0.27,0.0,1.0,0.0,14.96,10.0,10.52,1.0,0.11,0.0,0.0,0.95,1.03,1.02
84827628484223,2025,Edvinsson-Sandin-Pellikka,DET,pairing,5on5,38,8324.0,274.0,0.36,0.49,0.49,63.01,4.17,4.12,16.07,2.13,36.66,25.85,4.13,4.03,4.0,49.0,40.0,42.0,131.0,3.0,2.0,0.0,11.0,0.0,36.0,37.0,46.0,86.0,9.0,18.0,60.0,48.0,13.0,38.0,74.0,13.0,2.0,2.29,1.33,0.55,2.0,1.0,0.0,125.93,89.0,86.1,17.0,0.85,0.24,0.25,4.77,4.61,4.57,68.65,7.45,4.7,17.14,2.27,34.37,25.07,6.91,7.5,6.96,54.0,37.0,48.0,139.0,8.0,10.0,1.0,15.0,0.0,32.0,26.0,46.0,83.0,12.0,24.0,64.0,71.0,14.0,32.0,63.0,19.0,9.0,2.06,2.75,2.64,4.0,3.0,1.0,142.98,91.0,91.37,18.0,0.99,2.18,2.18,6.26,6.33,6.07
84752798475753,2025,Chiarot-Faulk,DET,pairing,5on5,16,14966.0,25.0,0.47,0.46,0.48,124.37,9.49,7.56,33.34,4.39,64.93,49.29,9.05,9.41,8.96,111.0,58.0,52.0,221.0,9.0,21.0,1.0,13.0,0.0,63.0,63.0,102.0,160.0,16.0,30.0,113.0,112.0,27.0,46.0,128.0,34.0,7.0,3.18,4.56,1.76,4.0,5.0,0.0,217.73,169.0,167.58,22.0,1.58,3.47,3.47,7.59,7.52,7.4,131.76,10.49,8.61,32.86,4.47,72.62,52.95,10.19,10.54,10.24,119.0,63.0,80.0,262.0,13.0,10.0,0.0,21.0,1.0,73.0,64.0,106.0,169.0,11.0,22.0,129.0,100.0,15.0,60.0,138.0,38.0,6.0,4.45,4.5,1.54,8.0,4.0,1.0,263.28,182.0,182.93,34.0,1.78,1.63,1.63,10.63,10.71,10.48
847403784774568479992,2025,Van Riemsdyk-Compher-Rasmussen,DET,line,5on5,13,5894.0,62.0,0.49,0.39,0.43,45.55,3.91,2.96,11.16,1.5,24.53,17.93,3.74,4.07,3.89,38.0,24.0,19.0,81.0,3.0,4.0,1.0,7.0,0.0,17.0,31.0,35.0,59.0,1.0,2.0,59.0,22.0,12.0,33.0,46.0,13.0,3.0,1.38,1.68,0.86,0.0,2.0,1.0,84.23,62.0,63.69,14.0,0.62,0.73,0.73,3.8,3.94,3.87,60.23,4.1,3.91,15.37,1.88,32.91,23.82,3.93,4.0,3.83,52.0,30.0,46.0,128.0,3.0,4.0,0.0,10.0,0.0,32.0,33.0,49.0,79.0,6.0,12.0,51.0,51.0,4.0,21.0,69.0,11.0,2.0,2.08,1.59,0.43,2.0,1.0,0.0,123.33,82.0,78.69,8.0,0.81,0.7,0.7,4.21,4.08,3.98
847414184779468479337,2025,Debrincat-Larkin-Kane,DET,line,5on5,32,1164.0,300.0,0.12,0.26,0.29,5.05,0.12,0.25,1.27,0.15,2.8,2.41,0.12,0.12,0.12,5.0,2.0,3.0,10.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,5.0,7.0,1.0,2.0,3.0,7.0,1.0,5.0,7.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,9.74,7.0,6.88,3.0,0.05,0.0,0.0,0.17,0.16,0.16,13.05,0.85,0.82,2.92,0.38,6.69,5.33,0.84,0.87,0.86,13.0,4.0,11.0,28.0,2.0,0.0,0.0,1.0,0.0,8.0,6.0,11.0,15.0,3.0,6.0,2.0,5.0,3.0,4.0,14.0,3.0,0.0,0.37,0.48,0.0,1.0,1.0,0.0,28.22,17.0,17.05,1.0,0.17,0.0,0.0,1.02,1.04,1.03
84815428484223,2025,Seider-Sandin-Pellikka,DET,pairing,5on5,34,1491.0,298.0,0.4,0.6,0.64,14.9,0.69,0.79,3.71,0.53,8.25,7.03,0.69,0.69,0.69,11.0,10.0,7.0,28.0,0.0,0.0,0.0,3.0,0.0,4.0,14.0,11.0,21.0,1.0,2.0,2.0,5.0,0.0,14.0,20.0,1.0,0.0,0.56,0.13,0.0,0.0,0.0,0.0,27.13,21.0,20.37,4.0,0.16,0.0,0.0,0.85,0.85,0.85,9.1,1.03,0.63,1.87,0.25,4.78,3.44,1.02,1.06,1.05,8.0,4.0,7.0,19.0,0.0,1.0,0.0,3.0,0.0,4.0,4.0,8.0,12.0,1.0,2.0,0.0,9.0,1.0,4.0,8.0,3.0,1.0,0.26,0.38,0.38,0.0,0.0,0.0,19.66,12.0,12.32,3.0,0.13,0.38,0.38,0.78,0.82,0.82
847403784834648484160,2025,Van Riemsdyk-Kasper-Danielson,DET,line,5on5,6,1007.0,56.0,0.41,0.43,0.43,6.64,0.38,0.4,1.66,0.23,3.63,2.7,0.38,0.37,0.37,7.0,2.0,3.0,12.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,7.0,9.0,1.0,2.0,9.0,8.0,2.0,5.0,7.0,2.0,0.0,0.14,0.24,0.0,0.0,0.0,0.0,11.97,9.0,9.0,3.0,0.09,0.0,0.0,0.47,0.45,0.45,8.48,0.56,0.54,1.95,0.28,5.14,3.54,0.55,0.57,0.57,9.0,3.0,4.0,16.0,2.0,0.0,0.0,4.0,0.0,4.0,2.0,7.0,10.0,2.0,4.0,6.0,12.0,1.0,1.0,11.0,1.0,0.0,0.39,0.16,0.0,2.0,0.0,0.0,16.13,12.0,12.08,0.0,0.11,0.0,0.0,0.67,0.69,0.68
847742984774568478891,2025,Copp-Compher-Appleton,DET,line,5on5,8,936.0,85.0,0.4,0.65,0.58,10.34,0.72,0.66,2.68,0.35,5.48,4.12,0.72,0.66,0.66,12.0,2.0,10.0,24.0,2.0,0.0,0.0,1.0,0.0,6.0,5.0,10.0,12.0,2.0,4.0,7.0,9.0,0.0,4.0,9.0,5.0,0.0,0.2,0.52,0.0,0.0,2.0,0.0,21.81,14.0,12.83,4.0,0.14,0.0,0.0,0.86,0.78,0.78,7.55,1.06,0.6,1.5,0.23,3.87,2.74,1.03,1.16,1.13,7.0,3.0,3.0,13.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,6.0,9.0,1.0,2.0,8.0,10.0,2.0,6.0,6.0,2.0,2.0,0.25,0.25,0.56,1.0,0.0,0.0,14.66,10.0,10.89,6.0,0.13,0.32,0.32,0.87,0.96,0.94
848207884834648484471,2025,Raymond-Kasper-Finnie,DET,line,5on5,18,2593.0,165.0,0.62,0.48,0.52,24.79,2.34,1.58,5.56,0.86,13.18,10.48,2.28,2.49,2.42,16.0,18.0,5.0,39.0,2.0,3.0,1.0,2.0,0.0,14.0,13.0,14.0,32.0,0.0,0.0,18.0,15.0,4.0,14.0,23.0,9.0,2.0,0.67,1.15,0.52,0.0,2.0,0.0,40.78,34.0,35.48,6.0,0.33,0.47,0.47,2.2,2.33,2.3,22.68,1.41,1.35,5.99,0.74,12.34,9.16,1.4,1.39,1.39,18.0,13.0,12.0,43.0,1.0,1.0,0.0,8.0,0.0,8.0,13.0,17.0,30.0,1.0,2.0,14.0,21.0,4.0,9.0,25.0,6.0,0.0,0.77,0.64,0.0,1.0,0.0,0.0,41.93,31.0,30.56,6.0,0.28,0.02,0.02,1.67,1.65,1.64
847742984774568484794,2025,Copp-Compher-Brandsegg-Nygrd,DET,line,5on5,6,3031.0,19.0,0.46,0.49,0.52,21.02,1.41,1.25,5.56,0.68,11.91,8.18,1.4,1.33,1.31,19.0,10.0,18.0,47.0,0.0,1.0,0.0,3.0,0.0,10.0,15.0,19.0,29.0,3.0,6.0,31.0,23.0,3.0,17.0,23.0,6.0,0.0,0.8,0.61,0.0,0.0,0.0,0.0,45.27,29.0,27.97,8.0,0.26,0.08,0.08,1.59,1.5,1.48,19.01,1.64,1.27,4.89,0.64,10.9,7.67,1.62,1.66,1.64,13.0,14.0,21.0,48.0,2.0,0.0,0.0,6.0,0.0,12.0,7.0,11.0,25.0,7.0,14.0,35.0,30.0,4.0,14.0,20.0,6.0,1.0,0.6,0.71,0.33,0.0,2.0,0.0,49.27,27.0,26.88,8.0,0.27,0.0,0.0,1.91,1.94,1.91
847414184774568483464,2025,Kasper-Compher-Kane,DET,line,5on5,8,831.0,81.0,0.71,0.61,0.61,10.03,1.05,0.82,2.42,0.36,5.31,4.04,1.0,1.0,0.95,8.0,6.0,6.0,20.0,0.0,1.0,0.0,2.0,0.0,5.0,6.0,8.0,14.0,1.0,2.0,5.0,8.0,1.0,2.0,9.0,3.0,2.0,0.21,0.31,0.53,0.0,0.0,0.0,19.73,14.0,13.79,1.0,0.17,0.27,0.27,0.96,0.92,0.9,5.86,0.43,0.42,1.41,0.22,3.89,2.63,0.43,0.45,0.44,5.0,4.0,4.0,13.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,6.0,0.0,0.0,7.0,2.0,1.0,3.0,8.0,1.0,0.0,0.32,0.11,0.0,2.0,1.0,0.0,13.6,9.0,9.13,0.0,0.08,0.0,0.0,0.51,0.53,0.53
847745684834648484471,2025,Compher-Kasper-Finnie,DET,line,5on5,4,892.0,24.0,0.7,0.65,0.68,11.41,1.13,0.88,2.97,0.43,5.74,3.84,1.06,1.1,1.03,8.0,7.0,5.0,20.0,1.0,2.0,0.0,2.0,0.0,7.0,3.0,7.0,14.0,0.0,0.0,7.0,7.0,1.0,2.0,11.0,3.0,1.0,0.4,0.5,0.23,0.0,1.0,0.0,19.34,15.0,14.66,0.0,0.19,0.41,0.41,0.91,0.88,0.85,5.11,0.49,0.35,0.94,0.15,2.94,2.14,0.49,0.51,0.51,5.0,2.0,4.0,11.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,5.0,7.0,0.0,0.0,7.0,8.0,0.0,6.0,4.0,3.0,0.0,0.09,0.4,0.0,0.0,0.0,0.0,11.44,7.0,7.29,3.0,0.07,0.0,0.0,0.56,0.59,0.59
847889184834648484160,2025,Danielson-Kasper-Appleton,DET,line,5on5,9,3235.0,49.0,0.45,0.55,0.5,26.37,1.76,1.54,7.96,0.98,14.47,10.29,1.7,1.7,1.64,23.0,14.0,23.0,60.0,0.0,1.0,0.0,6.0,0.0,20.0,10.0,23.0,37.0,2.0,4.0,28.0,29.0,4.0,14.0,32.0,3.0,2.0,0.92,0.34,0.5,0.0,0.0,0.0,57.82,37.0,35.65,7.0,0.32,0.04,0.04,2.04,1.98,1.91,27.4,2.12,1.7,6.85,0.9,14.51,10.92,2.07,2.18,2.13,23.0,14.0,13.0,50.0,0.0,2.0,0.0,7.0,0.0,13.0,15.0,23.0,37.0,2.0,4.0,26.0,26.0,6.0,9.0,30.0,5.0,2.0,0.98,0.55,0.59,0.0,0.0,0.0,50.85,37.0,37.62,3.0,0.35,0.59,0.59,1.89,1.94,1.92
847794684820788484471,2025,Raymond-Larkin-Finnie,DET,line,5on5,48,29447.0,125.0,0.48,0.52,0.51,246.45,19.06,16.32,62.48,8.43,136.28,98.44,18.65,19.14,18.72,208.0,133.0,149.0,490.0,18.0,23.0,3.0,48.0,0.0,116.0,136.0,190.0,323.0,25.0,53.0,289.0,147.0,37.0,144.0,267.0,59.0,15.0,7.68,7.4,3.97,11.0,4.0,3.0,488.87,341.0,339.39,63.0,3.4,4.57,4.29,18.17,18.15,17.95,239.5,20.46,15.33,60.7,7.87,128.19,95.44,19.82,20.63,19.97,199.0,129.0,122.0,450.0,22.0,22.0,4.0,41.0,0.0,110.0,133.0,177.0,306.0,33.0,69.0,270.0,145.0,31.0,153.0,246.0,64.0,18.0,7.5,8.0,4.96,10.0,6.0,6.0,452.35,328.0,329.85,73.0,3.2,4.87,4.87,18.79,18.88,18.55
