playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8484160,2025,Nate Danielson,DET,C,other,28,242.0,7.0,0.18,0.17,0.51,0.6,0.52,0.57,0.59,82.0,0.73,0.06,0.05,0.12,0.03,0.58,0.16,0.06,0.06,0.06,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.01,0.0,0.0,0.07,0.07,0.07,7.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,4.0,0.0,1.0,1811.0,0.0,0.0,0.0,0.0,2.91,0.22,0.22,0.22,0.22,1.0,3.0,2.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,0.04,0.0,0.0,0.26,0.26,0.26,1.74,1.1,1.1,1.1,1.1,1.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,0.02,0.0,1.08,0.0,0.0,1.0,4.0,3.0,3.0,0.02,0.0,0.0,1.12,1.12,1.12,2.71,2.6,29.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
8484160,2025,Nate Danielson,DET,C,all,28,18569.0,436.0,5.17,0.61,0.5,0.53,0.48,0.55,0.5,298.0,37.66,4.11,2.56,8.82,1.35,18.8,13.37,3.76,4.15,3.79,3.0,2.0,31.0,18.0,10.0,59.0,7.0,2.0,6.0,0.0,3.0,0.0,14.0,24.0,29.0,47.0,2.0,4.0,55.0,8.0,8.0,17.0,34.0,11.0,4.0,1.18,1.54,1.38,0.0,2.0,0.0,59.99,49.0,49.41,9.0,0.58,0.75,0.7,3.99,4.01,3.83,436.0,56.0,45.0,73.0,262.0,71.0,50.0,63.0,252.0,55.0,91.0,83480.0,4.0,4.0,2.0,9.0,179.52,21.31,18.05,21.32,18.04,146.0,93.0,77.0,316.0,14.0,22.0,2.0,165.0,46.0,28.0,4.61,5.64,11.06,2.0,7.0,5.0,315.25,239.0,237.37,2.94,5.41,5.41,18.84,18.76,17.0,146.72,13.67,12.79,13.81,12.94,134.0,65.0,79.0,278.0,13.0,14.0,3.0,152.0,29.0,18.0,4.5,3.59,5.57,6.0,3.0,4.0,280.01,199.0,200.69,2.01,3.5,3.5,12.17,12.37,12.14,70.3,70.13,1328.0,1451.0,0.0,0.0,0.0,0.0,0.0,0.0
8484160,2025,Nate Danielson,DET,C,5on5,28,16035.0,380.0,5.17,0.49,0.5,0.48,0.48,0.49,0.49,306.0,28.71,2.94,1.95,7.01,1.05,13.57,10.49,2.62,2.98,2.65,1.0,1.0,25.0,12.0,10.0,47.0,4.0,2.0,5.0,0.0,2.0,0.0,10.0,18.0,23.0,35.0,2.0,4.0,53.0,8.0,7.0,17.0,25.0,9.0,3.0,0.8,1.27,0.87,0.0,2.0,0.0,47.99,37.0,37.41,9.0,0.42,0.51,0.7,2.67,2.69,2.53,380.0,43.0,43.0,70.0,224.0,63.0,49.0,53.0,215.0,53.0,86.0,67700.0,4.0,4.0,2.0,9.0,132.6,11.44,10.74,11.45,10.74,115.0,63.0,65.0,243.0,6.0,17.0,0.0,130.0,34.0,14.0,3.56,4.12,3.76,1.0,5.0,0.0,242.25,178.0,176.37,1.86,3.13,3.13,10.17,10.1,9.75,138.34,11.87,11.0,12.03,11.15,126.0,61.0,77.0,264.0,12.0,14.0,3.0,145.0,27.0,15.0,4.31,3.31,4.24,6.0,3.0,3.0,266.01,187.0,188.69,1.89,3.5,3.5,10.26,10.47,10.23,46.1,46.45,1036.0,1137.0,0.08,1.13,6.0,14.0,5.0,14.0
8484160,2025,Nate Danielson,DET,C,4on5,28,37.0,1.0,0.57,0.0,0.61,0.0,0.18,0.0,0.17,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.04,0.04,0.04,0.04,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.01,0.0,0.0,0.05,0.05,0.04,0.34,0.22,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8484160,2025,Nate Danielson,DET,C,5on4,28,2255.0,48.0,5.34,0.94,0.91,0.88,0.92,0.88,0.91,170.0,8.21,1.11,0.56,1.69,0.28,4.65,2.71,1.09,1.11,1.09,2.0,1.0,6.0,5.0,0.0,11.0,3.0,0.0,1.0,0.0,1.0,0.0,4.0,5.0,6.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,2.0,1.0,0.33,0.27,0.51,0.0,0.0,0.0,11.0,11.0,11.0,0.0,0.14,0.23,0.0,1.25,1.25,1.23,48.0,10.0,0.0,2.0,36.0,6.0,1.0,8.0,33.0,1.0,0.0,5276.0,0.0,0.0,0.0,0.0,44.01,9.65,7.09,9.65,7.09,30.0,27.0,10.0,67.0,8.0,5.0,2.0,31.0,12.0,14.0,0.82,1.52,7.31,1.0,2.0,5.0,67.0,57.0,57.0,1.04,2.28,2.28,8.41,8.41,7.0,5.87,0.65,0.65,0.65,0.65,6.0,2.0,1.0,9.0,0.0,0.0,0.0,5.0,2.0,1.0,0.13,0.28,0.24,0.0,0.0,0.0,9.0,8.0,8.0,0.09,0.0,0.0,0.74,0.74,0.74,12.05,1.22,178.0,16.0,0.02,0.0,1.0,0.0,1.0,0.0
8484471,2025,Emmitt Finnie,DET,C,other,82,1950.0,29.0,15.36,0.47,0.54,0.51,0.51,0.49,0.53,269.0,3.71,0.78,0.2,0.55,0.1,1.79,1.58,0.77,0.78,0.77,0.0,1.0,4.0,1.0,1.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.13,0.14,0.51,0.0,0.0,1.0,6.0,5.0,5.0,0.0,0.05,0.0,0.0,0.83,0.83,0.82,29.0,4.0,6.0,4.0,15.0,4.0,5.0,7.0,13.0,1.0,4.0,5917.0,0.0,0.0,0.0,2.0,22.92,5.54,5.29,5.54,5.29,18.0,14.0,14.0,46.0,5.0,2.0,0.0,17.0,7.0,8.0,0.77,0.89,3.88,1.0,0.0,4.0,46.0,32.0,32.0,0.44,0.82,0.82,5.16,5.16,4.99,23.08,6.33,6.3,6.33,6.3,23.0,10.0,12.0,45.0,5.0,3.0,0.0,16.0,7.0,10.0,0.51,0.86,4.96,0.0,0.0,5.0,45.0,33.0,33.0,0.39,0.21,0.21,6.51,6.51,6.48,15.4,13.2,136.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0
8484471,2025,Emmitt Finnie,DET,C,all,82,76260.0,1639.0,31.72,0.52,0.5,0.51,0.49,0.51,0.5,548.0,138.13,19.2,10.54,29.9,4.46,65.74,47.16,17.47,19.3,17.56,9.0,8.0,120.0,57.0,36.0,213.0,30.0,13.0,16.0,5.0,14.0,1.0,67.0,66.0,107.0,164.0,3.0,6.0,48.0,131.0,24.0,74.0,90.0,63.0,24.0,3.41,8.49,7.3,2.0,6.0,5.0,213.26,177.0,177.18,22.0,2.39,3.93,5.67,15.93,15.84,14.66,1639.0,217.0,189.0,289.0,944.0,261.0,221.0,237.0,920.0,48.0,61.0,222475.0,6.0,42.0,21.0,41.0,656.16,64.58,59.73,64.74,59.85,550.0,346.0,329.0,1225.0,56.0,67.0,10.0,660.0,170.0,66.0,18.72,21.78,24.08,21.0,18.0,17.0,1223.51,896.0,895.33,10.1,14.72,14.95,59.72,59.64,57.08,629.9,59.08,57.15,59.37,57.42,549.0,316.0,327.0,1192.0,61.0,59.0,8.0,643.0,165.0,57.0,20.08,20.04,18.96,25.0,17.0,19.0,1195.55,865.0,867.12,9.1,11.09,11.09,57.07,57.3,56.2,191.87,193.31,3615.0,3778.0,0.0,0.0,0.0,0.0,0.0,0.0
8484471,2025,Emmitt Finnie,DET,C,5on5,82,64501.0,1388.0,31.72,0.49,0.49,0.49,0.49,0.49,0.5,477.0,114.71,14.3,8.48,25.3,3.7,55.45,40.77,13.8,14.4,13.89,8.0,4.0,100.0,48.0,28.0,176.0,20.0,8.0,13.0,4.0,12.0,0.0,59.0,56.0,92.0,140.0,3.0,6.0,42.0,131.0,19.0,67.0,80.0,52.0,16.0,3.1,6.92,4.28,2.0,3.0,3.0,176.26,148.0,148.18,21.0,1.81,2.71,4.68,11.44,11.35,11.18,1388.0,171.0,159.0,274.0,784.0,234.0,192.0,192.0,770.0,42.0,42.0,179422.0,6.0,38.0,19.0,37.0,524.2,42.51,41.09,42.68,41.21,440.0,279.0,278.0,997.0,38.0,55.0,7.0,550.0,132.0,37.0,15.68,17.04,9.79,18.0,14.0,6.0,995.51,719.0,718.33,7.12,10.03,10.27,39.36,39.27,38.69,536.55,44.82,43.09,45.11,43.35,461.0,273.0,286.0,1020.0,46.0,50.0,7.0,560.0,137.0,37.0,17.52,16.75,10.55,21.0,15.0,10.0,1023.55,734.0,736.12,7.31,10.03,10.03,42.09,42.32,41.43,118.63,124.35,2778.0,2939.0,1.79,1.1,46.0,37.0,35.0,28.0
8484471,2025,Emmitt Finnie,DET,C,4on5,82,3278.0,97.0,22.62,0.05,0.12,0.04,0.12,0.05,0.13,277.0,0.9,0.17,0.09,0.08,0.02,0.24,0.41,0.17,0.17,0.17,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.19,0.19,0.19,97.0,5.0,20.0,4.0,68.0,6.0,18.0,17.0,56.0,1.0,7.0,12028.0,0.0,2.0,1.0,0.0,2.8,0.29,0.29,0.29,0.29,4.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.02,0.27,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.05,0.0,0.0,0.33,0.33,0.33,48.33,5.7,5.58,5.7,5.58,42.0,28.0,27.0,97.0,8.0,5.0,1.0,51.0,12.0,7.0,1.64,1.33,2.73,3.0,1.0,4.0,97.0,70.0,70.0,1.11,0.63,0.63,6.19,6.19,6.03,3.53,26.89,51.0,391.0,0.0,0.0,0.0,0.0,0.0,0.0
8484471,2025,Emmitt Finnie,DET,C,5on4,82,6531.0,125.0,24.49,0.89,0.91,0.87,0.9,0.85,0.88,389.0,18.09,3.74,1.72,3.8,0.6,8.01,4.13,2.52,3.74,2.52,1.0,3.0,14.0,8.0,7.0,29.0,8.0,4.0,3.0,1.0,2.0,1.0,6.0,6.0,10.0,18.0,0.0,0.0,4.0,0.0,0.0,5.0,7.0,9.0,6.0,0.18,1.27,2.29,0.0,3.0,1.0,29.0,22.0,22.0,0.0,0.49,1.22,0.78,3.46,3.46,2.46,125.0,37.0,4.0,7.0,77.0,17.0,6.0,21.0,81.0,4.0,3.0,13577.0,0.0,2.0,1.0,2.0,104.15,15.84,12.68,15.84,12.68,85.0,53.0,36.0,174.0,13.0,9.0,3.0,90.0,28.0,20.0,2.21,3.43,10.2,2.0,4.0,7.0,174.0,138.0,138.0,2.47,3.65,3.65,14.66,14.66,12.87,19.71,2.01,1.96,2.01,1.96,20.0,5.0,2.0,27.0,1.0,1.0,0.0,15.0,7.0,3.0,0.38,0.9,0.73,1.0,0.0,0.0,27.0,25.0,25.0,0.27,0.24,0.24,2.04,2.04,2.01,29.74,3.03,431.0,50.0,0.04,0.06,1.0,2.0,1.0,2.0
8482802,2025,Carter Mazur,DET,L,other,8,23.0,1.0,-0.28,0.0,0.71,0.0,0.79,0.0,0.75,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,0.57,0.57,0.57,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.57,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.57,0.57,0.57,1.02,0.43,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8482802,2025,Carter Mazur,DET,L,all,8,5135.0,125.0,-0.44,0.38,0.43,0.45,0.53,0.45,0.51,82.0,3.08,0.24,0.21,0.65,0.09,1.64,1.17,0.23,0.23,0.23,0.0,0.0,3.0,1.0,3.0,7.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,10.0,0.0,3.0,3.0,1.0,0.0,0.13,0.1,0.0,0.0,0.0,0.0,6.91,4.0,3.83,0.0,0.04,0.18,0.0,0.28,0.28,0.27,125.0,10.0,20.0,20.0,75.0,16.0,22.0,17.0,70.0,0.0,1.0,23992.0,0.0,2.0,1.0,6.0,35.2,2.92,2.86,2.84,2.78,34.0,13.0,22.0,69.0,2.0,4.0,0.0,34.0,12.0,1.0,1.04,1.56,0.33,1.0,1.0,0.0,66.38,47.0,45.76,0.49,0.83,0.83,2.58,2.52,2.5,42.84,4.78,4.46,4.98,4.66,38.0,19.0,26.0,83.0,5.0,5.0,1.0,40.0,11.0,6.0,1.27,1.56,1.94,2.0,1.0,2.0,86.76,57.0,59.04,0.63,0.97,1.23,4.18,4.35,4.25,17.82,23.4,416.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0
8482802,2025,Carter Mazur,DET,L,5on5,8,5073.0,121.0,-0.44,0.41,0.46,0.46,0.52,0.46,0.49,78.0,3.08,0.24,0.21,0.65,0.09,1.64,1.17,0.23,0.23,0.23,0.0,0.0,3.0,1.0,3.0,7.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,10.0,0.0,3.0,3.0,1.0,0.0,0.13,0.1,0.0,0.0,0.0,0.0,6.91,4.0,3.83,0.0,0.04,0.18,0.0,0.28,0.28,0.27,121.0,10.0,20.0,19.0,72.0,16.0,22.0,16.0,67.0,0.0,1.0,19960.0,0.0,2.0,1.0,6.0,35.2,2.92,2.86,2.84,2.78,34.0,13.0,22.0,69.0,2.0,4.0,0.0,34.0,12.0,1.0,1.04,1.56,0.33,1.0,1.0,0.0,66.38,47.0,45.76,0.49,0.83,0.83,2.58,2.52,2.5,42.27,4.21,3.9,4.41,4.09,38.0,18.0,26.0,82.0,5.0,5.0,1.0,40.0,11.0,5.0,1.27,1.56,1.37,2.0,1.0,2.0,85.76,56.0,58.04,0.63,0.97,1.23,3.6,3.78,3.68,11.87,13.88,325.0,297.0,0.06,0.12,2.0,3.0,1.0,2.0
8482802,2025,Carter Mazur,DET,L,4on5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8482802,2025,Carter Mazur,DET,L,5on4,8,39.0,3.0,-0.43,0.0,1.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8474612,2025,Travis Hamonic,DET,D,other,26,247.0,4.0,-1.25,0.24,0.55,0.14,0.46,0.19,0.47,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1113.0,0.0,0.0,0.0,1.0,1.71,0.5,0.49,0.5,0.49,2.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,0.13,0.0,0.37,0.0,0.0,1.0,3.0,3.0,3.0,0.04,0.0,0.0,0.55,0.55,0.54,9.74,1.6,1.47,1.6,1.47,8.0,5.0,6.0,19.0,0.0,1.0,0.0,5.0,6.0,2.0,0.19,0.81,0.6,0.0,0.0,0.0,19.0,13.0,13.0,0.25,0.31,0.31,1.54,1.54,1.41,3.51,2.86,22.0,26.0,0.0,0.02,0.0,1.0,0.0,1.0
8474612,2025,Travis Hamonic,DET,D,all,26,22430.0,528.0,-0.77,0.42,0.54,0.41,0.56,0.42,0.57,140.0,19.22,0.87,0.99,5.59,0.67,10.21,8.67,0.87,0.87,0.86,1.0,1.0,21.0,6.0,17.0,44.0,2.0,0.0,0.0,0.0,5.0,0.0,9.0,13.0,21.0,27.0,10.0,29.0,0.0,32.0,6.0,19.0,25.0,1.0,1.0,0.56,0.1,0.21,0.0,0.0,0.0,43.23,27.0,26.37,14.0,0.2,0.0,0.04,1.04,1.03,1.03,528.0,29.0,71.0,73.0,355.0,50.0,72.0,57.0,349.0,0.0,0.0,72801.0,29.0,17.0,4.0,41.0,170.69,13.1,12.89,12.99,12.78,145.0,87.0,86.0,318.0,8.0,14.0,0.0,182.0,40.0,10.0,5.64,4.97,2.48,2.0,5.0,1.0,313.19,232.0,228.73,2.25,2.34,2.28,13.07,12.94,12.84,233.29,18.35,17.67,18.63,17.92,206.0,117.0,139.0,462.0,22.0,19.0,3.0,249.0,61.0,13.0,7.67,7.1,3.57,10.0,10.0,2.0,469.25,323.0,327.59,3.58,3.33,3.33,18.59,18.78,18.34,68.7,59.52,1325.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0
8474612,2025,Travis Hamonic,DET,D,5on5,26,19611.0,461.0,-0.77,0.46,0.52,0.46,0.54,0.46,0.55,141.0,16.73,0.5,0.84,5.18,0.59,9.55,7.33,0.5,0.5,0.49,1.0,1.0,18.0,6.0,17.0,41.0,2.0,0.0,0.0,0.0,5.0,0.0,7.0,12.0,18.0,24.0,10.0,29.0,0.0,30.0,6.0,17.0,24.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,40.23,24.0,23.37,12.0,0.17,0.0,0.04,0.63,0.63,0.62,461.0,29.0,45.0,64.0,323.0,46.0,62.0,48.0,305.0,0.0,0.0,58055.0,29.0,17.0,4.0,33.0,160.59,11.63,11.42,11.52,11.31,132.0,86.0,86.0,304.0,7.0,13.0,0.0,174.0,37.0,7.0,5.28,4.65,1.7,2.0,5.0,0.0,299.19,218.0,214.73,2.09,2.26,2.28,11.44,11.31,11.22,185.06,13.5,13.05,13.78,13.31,169.0,87.0,107.0,363.0,19.0,15.0,1.0,204.0,42.0,10.0,6.2,4.8,2.5,9.0,9.0,1.0,370.25,256.0,260.59,2.49,2.69,2.69,13.3,13.49,13.27,41.3,38.18,980.0,835.0,2.54,0.07,44.0,4.0,37.0,3.0
8474612,2025,Travis Hamonic,DET,D,4on5,26,2490.0,58.0,-0.83,0.23,0.11,0.12,0.11,0.17,0.12,74.0,2.49,0.37,0.15,0.41,0.07,0.66,1.35,0.37,0.37,0.37,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.06,0.1,0.21,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.03,0.0,0.0,0.41,0.41,0.4,58.0,0.0,25.0,6.0,27.0,4.0,9.0,7.0,38.0,0.0,0.0,3539.0,0.0,0.0,0.0,0.0,8.39,0.97,0.97,0.97,0.97,11.0,0.0,0.0,11.0,0.0,1.0,0.0,6.0,3.0,2.0,0.23,0.32,0.42,0.0,0.0,0.0,11.0,11.0,11.0,0.11,0.08,0.0,1.08,1.08,1.08,38.49,3.24,3.14,3.24,3.14,29.0,25.0,26.0,80.0,3.0,3.0,2.0,40.0,13.0,1.0,1.27,1.49,0.48,1.0,1.0,1.0,80.0,54.0,54.0,0.83,0.32,0.32,3.75,3.75,3.65,0.92,7.39,12.0,100.0,0.01,0.0,1.0,0.0,1.0,0.0
